user_id,is_anomalous_gt,if_score,lof_score,trans_score,ensemble_score,calibrated_score,alert_tier,if_flagged,lof_flagged,trans_flagged,ensemble_flagged,shap_top1_feature,shap_top1_value,shap_top2_feature,shap_top2_value,shap_top3_feature,shap_top3_value,trans_top1_feature,trans_top1_err,trans_top2_feature,trans_top2_err,trans_top3_feature,trans_top3_err,llm_risk_summary,collusion_risk_score,login_risk_score,financial_risk_score,trading_risk_score,network_risk_score,composite_risk_score
U0011,0,0.054754,0.0,0.006624,0.224633,0.038926,LOW,0,0,0,0,rolling_7d_trade_count_zscore,-0.0946,trade_hour_entropy,0.062,graph_component_size,0.0534,daily_trade_count,0.869164,daily_session_count,0.438462,daily_login_count,0.369244,,0.5,0.1479457624830258,0.1893964490898942,0.1762232823097038,0.0235126902138315,0.1285495279253685
U0012,0,0.053823,0.0,0.006624,0.224317,0.03824,LOW,0,0,0,0,max_lot_size,-0.0906,withdrawal_count,-0.0778,account_modify_count,-0.0646,daily_withdrawal_amt,0.880851,daily_trade_count,0.677504,daily_session_count,0.649992,,0.73,0.1505021292717771,0.1209864761873617,0.1854182069110915,0.033741308219711,0.1216718174839354
U0013,1,0.095769,0.0,0.00685,0.238874,0.069881,LOW,0,1,0,0,trading_risk_score,-0.2124,volume_spike_ratio,-0.1984,deposit_to_withdrawal_min_h,-0.1311,daily_login_count,0.430171,daily_session_count,0.396454,daily_trade_count,0.370659,,0.79,0.1176437085743973,0.1804412443953424,0.3820759426809175,0.0388353063157825,0.1947379056839753
U0014,0,0.112106,0.0,0.006624,0.244723,0.08266,LOW,0,0,0,0,withdrawal_count,-0.1943,sync_trade_count,-0.1529,trade_count,-0.0619,daily_login_count,1.18821,daily_trade_count,1.099776,daily_session_count,0.525325,,0.73,0.144785112994125,0.1155707965059,0.1616271840556936,0.0484323040661285,0.1160486551434603
U0015,1,0.655249,0.0,0.588404,0.467313,0.596643,HIGH,1,1,1,1,login_failed_count,-0.8546,small_deposit_ratio,-0.603,unique_ip_count,-0.5069,daily_failed_login_count,53.035215,daily_unique_ips,33.175407,daily_login_count,1.658767,"LLM summary error: Error code: 400 - {'error': {'message': 'The model `llama3-8b-8192` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on which model to use instead.', 'type': 'invalid_request_error', 'code': 'model_decommissioned'}}",0.55,0.9476770778613928,0.3407820009376998,0.1700713013231423,0.0247793883565314,0.2951458841201191
U0016,0,0.097215,0.0,0.006624,0.239392,0.071011,LOW,0,0,0,0,total_withdrawals,-0.3936,total_deposits,-0.2291,deposit_amount_std,-0.1642,daily_deposit_amt,15.873667,daily_withdrawal_amt,4.582611,daily_session_count,0.999096,,0.5,0.0322418671891701,0.1026414378217604,0.173670118885244,0.0252714714067124,0.0911483312579031
U0017,0,0.075207,0.0,0.006624,0.23166,0.054172,LOW,0,0,0,0,offhours_login_ratio,-0.1913,offhours_login_count,-0.1795,std_session_duration,-0.1236,daily_session_count,1.150799,daily_deposit_amt,0.968251,daily_login_count,0.95725,,0.5,0.0959448658056007,0.1639127627211019,0.1894556677369084,0.022633299617391,0.1186900695958383
U0018,0,0.079921,0.0,0.006624,0.233302,0.057741,LOW,0,1,0,0,bot_speed_pageview_count,-0.266,bot_speed_ratio,-0.1955,support_ticket_count,-0.1606,daily_session_count,2.276319,daily_trade_count,0.502283,daily_login_count,0.337132,,0.5,0.1211777453035299,0.1268122936313509,0.1854941004326552,0.024392080810272,0.114982607549906
U0019,1,0.135813,0.0,0.006624,0.253373,0.101632,LOW,0,0,0,0,rolling_7d_trade_count_zscore,-0.1423,max_margin_used,-0.0877,deposit_to_withdrawal_mean_h,-0.0827,daily_pnl,2.185331,daily_trade_count,1.948363,daily_volume,1.309701,,0.76,0.0649925937369973,0.1426037932264308,0.214429794266411,0.0406852602499492,0.1228354259413575
U0020,0,0.146347,0.0,0.006624,0.257282,0.110231,LOW,0,0,0,0,min_inter_login_sec,-0.1479,sync_trade_count,-0.1472,small_deposit_ratio,-0.1205,daily_trade_count,1.031025,daily_login_count,0.82029,daily_session_count,0.480994,,0.5,0.1781101048219587,0.1825959009628097,0.1596549323832619,0.0427558256182938,0.1326321025961275
U0021,0,0.041456,0.0,0.006624,0.220146,0.029219,LOW,0,0,0,0,brute_force_max_burst,-0.155,graph_component_size,-0.0548,rolling_data_coverage_days,0.0507,daily_session_count,1.575636,daily_login_count,0.9315,daily_trade_count,0.548126,,0.76,0.0873916995094978,0.0529111950485872,0.1936822543533068,0.0352020012368497,0.1005674762685229
U0022,0,0.025469,0.0,0.006624,0.214837,0.017766,LOW,0,0,0,0,mean_session_duration,-0.1097,bot_speed_pageview_count,-0.0843,withdrawal_count,-0.0722,daily_login_count,0.900252,daily_session_count,0.442617,daily_withdrawal_amt,0.26223,,0.5,0.0425842553577155,0.1138365505209465,0.1827284362055609,0.0196847546763847,0.0964984613467244
U0023,0,0.1408,0.0,0.006624,0.255218,0.10569,LOW,0,0,0,0,min_session_duration,-0.2807,small_deposit_ratio,-0.2258,rolling_7d_withdrawal_zscore,-0.1732,daily_login_count,0.995785,daily_session_count,0.706426,daily_trade_count,0.443216,,0.5,0.0355169398439528,0.1705948918331354,0.1810617551634549,0.032565240471307,0.1096825203445214
U0024,1,0.190995,0.0,0.006624,0.274277,0.147825,LOW,0,0,0,0,fingerprint_mismatch_count,-0.422,fingerprint_entropy,-0.2023,portal_hour_entropy,-0.1697,daily_login_count,0.763886,daily_trade_count,0.536804,daily_session_count,0.407847,,0.5,0.0720106065686745,0.1919393000873239,0.1433007819490405,0.0384623303533197,0.1093538264685446
U0025,1,0.367246,0.0,0.015512,0.347489,0.313405,LOW,1,1,1,1,latency_arb_ratio,-0.651,trading_risk_score,-0.3362,latency_arb_trade_count,-0.2317,daily_session_count,0.793314,daily_pnl,0.687512,daily_volume,0.511029,,0.5,0.1092529408134426,0.1008387490794503,0.4987919898686155,0.0129600030565457,0.2088976593038833
U0026,0,0.107827,0.0,0.006624,0.243183,0.079291,LOW,0,1,0,0,small_deposit_ratio,-0.3659,rolling_7d_deposit_zscore,-0.2359,small_deposit_count,-0.0867,daily_unique_ips,0.692469,daily_login_count,0.529249,daily_session_count,0.390239,,0.6100000000000001,0.1100890244632615,0.4625384543759413,0.1832557406260353,0.0293631937305457,0.1796755990737298
U0027,1,0.500207,0.0,0.058449,0.407246,0.452813,MEDIUM,1,1,1,1,ip_hub_score,-0.4694,max_users_per_shared_ip,-0.4338,has_dep_with_cycle,-0.2912,daily_deposit_amt,4.493525,daily_session_count,1.709649,daily_unique_ips,0.793531,,0.76,0.1778279061394543,0.1762791756925697,0.1869628135185363,0.9844130038428144,0.4201493492626768
U0028,0,0.183315,0.0,0.006624,0.271305,0.141227,LOW,0,0,0,0,min_session_duration,-0.3978,kyc_before_withdrawal_flag,-0.3215,device_sharing_score,-0.1407,daily_deposit_amt,1.231272,daily_login_count,0.754623,daily_withdrawal_amt,0.643566,,0.69,0.1916257162658085,0.1760930759085186,0.2022539701270725,0.0307456345664165,0.1443356330893762
U0029,0,0.442783,0.0,0.006624,0.381844,0.393094,MEDIUM,1,1,0,1,min_trade_duration_s,-0.4434,duration_pop_zscore,-0.4268,trade_hour_entropy,-0.361,daily_login_count,0.54818,daily_session_count,0.524966,daily_unique_ips,0.234986,,0.16,0.0671426182365815,0.0940288619351343,0.2388772071209599,0.003784165131911,0.1108670928059371
U0030,0,0.127959,0.0,0.006624,0.250485,0.095289,LOW,0,0,0,0,device_sharing_score,-0.2798,offhours_login_count,-0.183,rolling_7d_deposit_zscore,-0.1526,daily_login_count,0.767865,daily_session_count,0.759736,daily_trade_count,0.368809,,0.8500000000000001,0.0741957877614481,0.1363448233588027,0.1861384034094838,0.0484814439698989,0.1160832046830043
U0031,1,0.373183,0.0,0.006624,0.350342,0.319975,LOW,1,1,0,1,ip_hub_score,-0.5075,max_users_per_shared_ip,-0.4753,network_risk_score,-0.3133,daily_deposit_amt,9.058637,daily_login_count,0.629894,daily_session_count,0.492326,,0.7,0.1357690076282676,0.1653746041578838,0.2074108932310113,0.9534028475810558,0.4083299911357339
U0032,0,0.13783,0.0,0.006624,0.254119,0.103271,LOW,0,0,0,0,has_dep_with_cycle,-0.3739,device_sharing_score,-0.1566,min_inter_login_sec,-0.104,daily_session_count,0.646125,daily_login_count,0.566278,daily_unique_ips,0.287427,,0.66,0.1441085377907206,0.0,0.1993521570488157,0.0315539154642161,0.1008180028232055
U0033,1,0.389946,0.0,0.006624,0.357823,0.337243,LOW,1,1,0,1,unique_instruments,-0.5881,top_instrument_ratio,-0.4299,deposit_amount_std,-0.3846,daily_withdrawal_amt,8.012299,daily_deposit_amt,6.488722,daily_login_count,0.556129,,0.5,0.1061727651054992,0.4168041899122363,0.1485992778831141,0.0153912594114105,0.1543152074725021
U0034,1,0.185452,0.0,0.006624,0.27213,0.143057,LOW,0,1,0,0,graph_betweenness,-0.3859,deposit_amount_cv,-0.2204,small_deposit_ratio,-0.2063,daily_session_count,2.263339,daily_login_count,1.724013,daily_withdrawal_amt,0.701707,,0.8200000000000001,0.0728123912834597,0.5829218957524012,0.1526883018464767,0.0437101040014549,0.1909097152252662
U0035,1,0.270385,0.0,0.006624,0.306163,0.219219,LOW,1,1,0,0,small_deposit_ratio,-0.7213,deposit_to_withdrawal_min_h,-0.3866,total_withdrawals,-0.1731,daily_withdrawal_amt,85.47862,daily_trade_count,1.276411,daily_session_count,1.109653,,0.5,0.209825524963933,0.2676005499360607,0.1908126543370267,0.032203138461008,0.1620643624407201
U0036,1,0.409088,0.0,0.006624,0.36645,0.357233,MEDIUM,1,1,0,1,latency_arb_ratio,-0.6335,latency_arb_trade_count,-0.5916,trading_risk_score,-0.2934,daily_pnl,1.741479,daily_session_count,1.376046,daily_login_count,1.139992,,0.5800000000000001,0.2347687411453906,0.1787152226014633,0.5153043342946644,0.0397930423305764,0.259404034756941
U0037,0,0.125389,0.0,0.006624,0.249545,0.093226,LOW,0,0,0,0,rolling_7d_withdrawal_zscore,-0.3443,deposit_to_withdrawal_min_h,-0.2092,brute_force_max_burst,-0.1509,daily_withdrawal_amt,0.610518,daily_session_count,0.464476,daily_unique_ips,0.355151,,0.5,0.0493592784645466,0.1826975289277294,0.220704125307489,0.0158050902803237,0.1226970406273228
U0038,0,0.117181,0.0,0.006624,0.246557,0.086677,LOW,0,0,0,0,rolling_7d_deposit_zscore,-0.2312,sync_trade_count,-0.1298,trades_per_day,-0.1128,daily_trade_count,0.78382,daily_pnl,0.721466,daily_session_count,0.614427,,0.5,0.0957620752270739,0.1232511140254375,0.1490652295266075,0.0421350793149241,0.1030025982803193
U0039,1,0.856113,0.0,0.798402,0.559216,0.823466,CRITICAL,1,1,1,1,latency_arb_trade_count,-0.5998,latency_arb_ratio,-0.5486,deposit_withdrawal_ratio,-0.4583,daily_volume,56.532082,daily_pnl,55.780693,daily_login_count,3.094582,"LLM summary error: Error code: 400 - {'error': {'message': 'The model `llama3-8b-8192` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on which model to use instead.', 'type': 'invalid_request_error', 'code': 'model_decommissioned'}}",0.54,0.0598241943081054,0.1265556735401571,0.4253667010220429,0.0498614245043834,0.1918563199992158
U0040,0,0.06384,0.0,0.006624,0.227736,0.04565,LOW,0,0,0,0,std_session_duration,-0.0962,trade_hour_entropy,0.0621,mean_session_duration,-0.0598,daily_login_count,0.714105,daily_trade_count,0.509507,daily_pnl,0.388355,,0.5,0.1421792242259652,0.1855692453205985,0.1724819056708218,0.0146670553908125,0.1229243115642703
U0041,0,0.295434,0.0,0.006624,0.316643,0.242929,LOW,1,1,0,0,geo_impossible_login_count,-0.3154,rolling_30d_volume_zscore,-0.2427,total_pnl,-0.1779,daily_pnl,3.644846,daily_session_count,1.00795,daily_volume,0.842027,,0.64,0.1878627845285969,0.2027261175000773,0.1493634980690925,0.0443768477045906,0.1353219525212884
U0042,1,0.224236,0.0,0.006624,0.287375,0.177016,LOW,0,1,0,0,deposit_amount_std,-0.3837,total_deposits,-0.3631,small_deposit_ratio,-0.1764,daily_deposit_amt,19.195752,daily_withdrawal_amt,0.865668,daily_login_count,0.856324,,0.5800000000000001,0.037700321613808,0.4600894469215079,0.162106926231178,0.0409828060787018,0.1630517440497992
U0043,0,0.044916,0.0,0.006624,0.221307,0.031729,LOW,0,0,0,0,offhours_login_count,-0.1343,bot_speed_pageview_count,-0.0704,moving_avg_volume_7d,-0.0607,daily_login_count,1.067969,daily_session_count,0.473479,daily_unique_ips,0.45266,,0.54,0.2386340385893562,0.1798337877331482,0.1627491418705671,0.0258592341074196,0.1385895937645466
U0044,0,0.039124,0.0,0.014663,0.219215,0.027208,LOW,0,0,1,0,withdrawal_count,-0.1011,bot_speed_pageview_count,-0.0893,graph_component_size,-0.0633,daily_login_count,0.927188,daily_unique_ips,0.635819,daily_trade_count,0.602533,,0.76,0.1303283778194048,0.1414681414494129,0.2486879623750752,0.0366504092780458,0.1441582197248885
U0045,1,0.414217,0.0,0.006624,0.368777,0.362637,MEDIUM,1,1,0,1,rolling_7d_withdrawal_zscore,-0.6292,unique_instruments,-0.529,top_instrument_ratio,-0.4746,daily_withdrawal_amt,7.066016,daily_deposit_amt,4.330123,daily_session_count,0.802582,,0.76,0.1191165461791448,0.683951331742947,0.1024137139276484,0.0265115529896731,0.196885548815252
U0046,0,0.12259,0.0,0.006624,0.248524,0.090985,LOW,0,0,0,0,geo_impossible_login_count,-0.3447,rolling_std_login,-0.1964,deposit_count,-0.1574,daily_login_count,1.985326,daily_session_count,0.918774,daily_unique_ips,0.40099,,0.76,0.173326554768929,0.1127418307831985,0.1803838152561566,0.0346329837920941,0.1225945259559322
U0047,0,0.431485,0.0,0.006624,0.376655,0.380977,MEDIUM,1,0,0,1,trade_hour_entropy,-0.3833,direction_imbalance,-0.3417,trade_dow_gini,-0.283,daily_login_count,0.600304,daily_session_count,0.45284,daily_unique_ips,0.23536,,0.1699999999999999,0.0779129471986009,0.0919266780911576,0.2216763102948056,0.0039975408463765,0.1066481196805553
U0048,0,0.206177,0.0,0.006624,0.280213,0.161031,LOW,0,0,0,0,multi_ip_day_count,-0.4262,login_count,-0.2535,news_window_trade_ratio,-0.126,daily_session_count,1.244784,daily_login_count,1.173542,daily_trade_count,1.002504,,0.76,0.2792486917954831,0.1434285811458819,0.1675764651454157,0.0569798507134052,0.1493357588563884
U0049,0,0.051967,0.0,0.006624,0.223688,0.036878,LOW,0,1,0,0,brute_force_max_burst,-0.1934,instrument_gini,-0.0875,ratio_short_long,-0.0645,daily_session_count,0.510852,daily_login_count,0.502817,daily_unique_ips,0.365219,,0.5,0.0619935901904565,0.0593669438728887,0.2162579428316608,0.0175121426145905,0.0997076517345684
U0050,0,0.420406,0.0,0.006624,0.371593,0.369185,MEDIUM,1,1,0,1,volume_pop_zscore,-0.3302,small_deposit_ratio,-0.3092,max_margin_used,-0.3028,daily_pnl,7.760106,daily_volume,1.981524,daily_login_count,0.811472,,0.79,0.1061225831958083,0.2722553878424749,0.2122753902208492,0.0377490002848854,0.1538144122135596
U0051,0,0.377251,0.0,0.006624,0.352151,0.324145,LOW,1,0,0,1,rolling_7d_deposit_zscore,-0.3967,kyc_before_withdrawal_flag,-0.3728,geo_impossible_login_count,-0.3189,daily_withdrawal_amt,2.977186,daily_deposit_amt,2.810199,daily_login_count,0.944063,,0.76,0.2213904766651296,0.2822832795694049,0.1795948829314407,0.0634976868987876,0.1725041740057263
U0052,0,0.159849,0.0,0.006624,0.262348,0.121404,LOW,0,1,0,0,has_dep_with_cycle,-0.3611,brute_force_max_burst,-0.15,withdrawal_count,-0.1261,daily_login_count,1.329549,daily_session_count,0.581832,daily_trade_count,0.459164,,0.5,0.0174030472459619,0.0696669419696486,0.1888830108252637,0.0290994069441592,0.0883162726894751
U0053,0,0.029877,0.0,0.006624,0.216292,0.020901,LOW,0,0,0,0,min_session_duration,-0.2055,news_window_trade_ratio,-0.1007,portal_hour_entropy,-0.067,daily_login_count,1.218306,daily_session_count,0.636751,daily_trade_count,0.291908,,0.54,0.0505437437894265,0.1968426014012012,0.167816490803653,0.0275145575830723,0.1115200049391809
U0054,0,0.060082,0.0,0.006624,0.226449,0.04286,LOW,0,0,0,0,lot_pop_zscore,-0.1447,portal_hour_entropy,-0.1222,mean_lot_size,-0.1114,daily_session_count,0.736958,daily_login_count,0.644361,daily_pnl,0.447929,,0.55,0.0958999618953797,0.1815451675797986,0.1730738991579308,0.0265898984080265,0.1178550090455888
U0055,0,0.022351,0.0,0.006624,0.213813,0.015559,LOW,0,0,0,0,portal_hour_entropy,-0.0843,graph_component_size,-0.0525,unique_instruments,0.0511,daily_login_count,0.967064,daily_session_count,0.665833,daily_unique_ips,0.318452,,0.73,0.0957843884732243,0.0807093154544298,0.1671938518847107,0.0237576385071808,0.0952445428379774
U0056,1,0.324816,0.0,0.040186,0.328365,0.269589,LOW,1,1,1,0,kyc_before_withdrawal_flag,-0.345,trading_risk_score,-0.3405,support_ticket_count,-0.2556,daily_trade_count,3.153195,daily_session_count,1.071756,daily_withdrawal_amt,0.833864,,0.5900000000000001,0.0185632503956927,0.1403596528908751,0.4961750183009218,0.0606472672092585,0.2142321273669905
U0057,1,0.407138,0.0,0.006624,0.365568,0.355184,MEDIUM,1,1,0,1,latency_arb_ratio,-0.6386,latency_arb_trade_count,-0.5246,total_pnl,-0.2701,daily_pnl,2.004776,daily_login_count,1.616416,daily_trade_count,0.785,,0.79,0.1408217443359401,0.2135261290372505,0.4673206691905133,0.0437495478841264,0.2351323059351455
U0058,0,0.120394,0.0,0.006624,0.247724,0.089233,LOW,0,0,0,0,password_change_count,-0.2156,device_sharing_score,-0.1697,offhours_login_count,-0.1595,daily_session_count,1.060934,daily_login_count,0.700439,daily_trade_count,0.582117,,0.8200000000000001,0.072998078882141,0.0894439870350668,0.1744233194164512,0.0495554650248534,0.1030841416606184
U0059,1,0.504159,0.0,0.66227,0.393209,0.419729,MEDIUM,1,1,1,1,login_failed_count,-0.6442,ip_entropy,-0.4669,unique_ip_count,-0.3841,daily_failed_login_count,58.496427,daily_unique_ips,38.017723,daily_login_count,2.235824,,0.5,0.8957348910765399,0.1265407119713887,0.1964195542605844,0.0179777023421178,0.2508687266805395
U0060,0,0.08153,0.0,0.006624,0.233864,0.058963,LOW,0,0,0,0,min_session_duration,-0.2029,rolling_7d_withdrawal_zscore,-0.1087,graph_component_size,-0.0738,daily_login_count,1.298647,daily_trade_count,0.528756,daily_session_count,0.316052,,0.76,0.0670639445699029,0.3216572074877621,0.1676287382953153,0.035305458954078,0.1411279076603665
U0061,0,0.164065,0.0,0.006624,0.263943,0.124927,LOW,0,0,0,0,rolling_7d_deposit_zscore,-0.3335,device_rotation_rate,-0.2438,std_inter_login_hours,-0.2379,daily_deposit_amt,1.713868,daily_session_count,0.772977,daily_login_count,0.681364,,0.74,0.0895556386478676,0.2018515738930492,0.2209761874473301,0.0378718854606833,0.1400656074173364
U0062,1,0.263519,0.0,0.006624,0.303325,0.212818,LOW,1,1,0,0,graph_betweenness,-0.4409,rolling_7d_deposit_zscore,-0.3789,concept_drift_volume_ratio,-0.2737,daily_login_count,1.256777,daily_session_count,0.657334,daily_trade_count,0.593321,,0.8500000000000001,0.0442183975916125,0.1708443749047195,0.2456143589108533,0.0468778493528604,0.1370164253897196
U0063,0,0.258556,0.048121,0.006624,0.297117,0.198851,LOW,1,1,0,0,instrument_gini,-0.3359,min_trade_duration_s,-0.2631,trade_hour_entropy,-0.215,daily_session_count,0.778879,daily_login_count,0.610103,daily_unique_ips,0.32261,,0.23,0.088931314027452,0.1703508063848113,0.1690010862213442,0.0056398971434685,0.1068698845821309
U0064,0,0.030424,0.0,0.006624,0.216473,0.021291,LOW,0,0,0,0,withdrawal_count,-0.1458,rolling_7d_trade_count_zscore,-0.0926,graph_component_size,0.0484,daily_session_count,1.337739,daily_trade_count,0.560122,daily_unique_ips,0.492299,,0.55,0.1063221411190062,0.1803996437190819,0.1950205649739215,0.0277279332975378,0.1270924567058103
U0065,1,0.326639,0.0,0.030225,0.329391,0.27193,LOW,1,1,1,0,std_volume,-0.3448,lot_pop_zscore,-0.2857,trading_risk_score,-0.2114,daily_volume,1.84014,daily_deposit_amt,1.33441,daily_session_count,0.64678,,0.54,0.0496477339693176,0.1262658589652721,0.4038467271765865,0.0193931267806513,0.1738101173407308
U0066,0,0.335496,0.0,0.006624,0.333795,0.28199,LOW,1,1,0,0,device_rotation_rate,-0.5472,min_inter_login_sec,-0.5216,mean_inter_login_hours,-0.4419,daily_session_count,0.682991,daily_withdrawal_amt,0.603334,daily_unique_ips,0.451743,,0.73,0.1899562422511223,0.3537647302098978,0.1942178576899547,0.0266027257309588,0.1750029658239847
U0067,0,0.112725,0.0,0.006624,0.244946,0.083148,LOW,0,0,0,0,brute_force_max_burst,-0.1752,news_window_trade_ratio,-0.1025,rolling_7d_withdrawal_zscore,-0.0759,daily_session_count,0.774743,daily_unique_ips,0.516314,daily_trade_count,0.438662,,0.79,0.0977895623375288,0.0297164442751118,0.1607979105472767,0.0330416741509981,0.0862097447242394
U0068,0,0.156464,0.0,0.006624,0.261072,0.118587,LOW,0,0,0,0,device_sharing_score,-0.2733,min_session_duration,-0.17,graph_betweenness,-0.126,daily_trade_count,0.755339,daily_login_count,0.740963,daily_session_count,0.701043,,0.8500000000000001,0.1593949343899491,0.1092647531418286,0.2005849856617594,0.0533956855382428,0.1318078060290565
U0069,1,0.112025,0.0,0.006624,0.244693,0.082596,LOW,0,0,0,0,fingerprint_entropy,-0.5003,fingerprint_mismatch_count,-0.3856,portal_hour_entropy,-0.1466,daily_session_count,0.495763,daily_trade_count,0.367266,daily_unique_ips,0.312023,,0.5,0.1366447834520782,0.0375763799517215,0.1708142555913689,0.0240817076585871,0.0951630775023621
U0070,0,0.270502,0.0,0.006624,0.306212,0.219329,LOW,1,1,0,0,direction_imbalance,-0.3806,trade_hour_entropy,-0.3541,trade_dow_gini,-0.2925,daily_session_count,0.57677,daily_login_count,0.369024,daily_unique_ips,0.173017,,0.38,0.0551673757726491,0.1380687970924144,0.2207953928341265,0.0115233376443025,0.113703892310876
U0071,0,0.022576,0.0,0.006624,0.213887,0.015718,LOW,0,0,0,0,unique_instruments,0.0487,std_inter_login_hours,-0.0459,rolling_data_coverage_days,0.0458,daily_deposit_amt,0.619593,daily_login_count,0.533491,daily_trade_count,0.491092,,0.54,0.177942654695952,0.1722414897132983,0.1773539287632797,0.0286525924725835,0.1322840342951146
U0072,0,0.110944,0.0,0.006624,0.244304,0.081743,LOW,0,0,0,0,rolling_7d_withdrawal_zscore,-0.2301,deposit_to_withdrawal_min_h,-0.0565,total_pnl,-0.0474,daily_withdrawal_amt,3.077006,daily_deposit_amt,0.865694,daily_trade_count,0.857841,,0.79,0.1253909853913766,0.1581922845354345,0.1888869051101991,0.0470601948354317,0.1297351943085228
U0073,0,0.030392,0.0,0.006624,0.216462,0.021268,LOW,0,0,0,0,brute_force_max_burst,-0.1765,trade_hour_entropy,0.0541,rolling_data_coverage_days,0.0503,daily_session_count,0.73959,daily_trade_count,0.31665,daily_unique_ips,0.263921,,0.5,0.0,0.2120638573361644,0.1540345481820693,0.0225815707587768,0.0996887225430654
U0074,0,0.085018,0.0,0.006624,0.235085,0.061623,LOW,0,0,0,0,std_inter_login_hours,-0.1245,rolling_7d_login_count_zscore,-0.0696,unique_instruments,0.0487,daily_login_count,1.616142,daily_withdrawal_amt,1.02366,daily_session_count,0.479029,,0.68,0.0670639445699029,0.1124507356068069,0.1614162527183406,0.0292603249788498,0.0962052561278261
