user_id,user_total_events,user_activity_score,login_count,login_failed_count,login_failure_rate,unique_ip_count,ip_entropy,offhours_login_count,offhours_login_ratio,multi_ip_day_count,brute_force_max_burst,unique_device_count,geo_impossible_login_count,total_deposits,total_withdrawals,deposit_count,withdrawal_count,deposit_withdrawal_ratio,small_deposit_count,small_deposit_ratio,deposit_amount_std,deposit_amount_cv,dormant_withdrawal_flag,has_dep_with_cycle,deposit_to_withdrawal_mean_h,deposit_to_withdrawal_min_h,kyc_before_withdrawal_flag,bonus_abuse_flag,trade_count,mean_volume,std_volume,max_volume,volume_spike_ratio,mean_lot_size,max_lot_size,mean_trade_duration_s,min_trade_duration_s,total_pnl,mean_pnl,pnl_std,pnl_sharpe,win_rate,latency_arb_trade_count,latency_arb_ratio,unique_instruments,instrument_gini,top_instrument_ratio,direction_imbalance,trades_per_day,volume_pop_zscore,lot_pop_zscore,duration_pop_zscore,news_window_trade_ratio,mean_margin_used,max_margin_used,mean_session_duration,std_session_duration,min_session_duration,bot_speed_pageview_count,bot_speed_ratio,event_type_entropy,support_ticket_count,account_modify_count,password_change_count,event_bigram_entropy,rolling_7d_volume_zscore,rolling_30d_volume_zscore,rolling_7d_trade_count_zscore,rolling_7d_pnl_zscore,rolling_data_coverage_days,rolling_7d_deposit_zscore,rolling_7d_login_count_zscore,rolling_7d_withdrawal_zscore,mean_inter_login_hours,std_inter_login_hours,min_inter_login_sec,login_to_trade_mean_min,fingerprint_entropy,fingerprint_mismatch_count,device_rotation_rate,ip_hub_score,device_sharing_score,max_users_per_shared_ip,graph_component_size,graph_betweenness,sync_trade_count,collusion_risk_score,concept_drift_volume_ratio,concept_drift_trade_ratio,trade_dow_gini,trade_hour_entropy,portal_hour_entropy,login_risk_score,financial_risk_score,trading_risk_score,network_risk_score,composite_risk_score
U0011,241,1.0,13,6,0.3157894736842105,2,0.9774178172396326,2,0.15384615384615385,0,1,1,0,9527.39,889.7,8,1,10.70854220523772,0,0.0,382.03883085876043,0.32079201616288233,0,1,531.7048611111111,298.00138888888887,0,0,173,3564.9213294797687,819.1063870569001,6125.71,1.718329644288091,0.5581502890173411,2.95,3545.936416184971,160.0,-211.87,-1.2246820809248555,15.172163178294813,-0.08071901590650414,0.44508670520231214,0,0.0,8,0.06575144508670516,0.14450867052023122,0.005780346820809301,1.9438202247191012,-0.4260843568850596,-0.5461758758876234,0.0,0.005780346820809248,108.73890173410406,246.03,149.3232142857143,118.12951944099234,22.27,0,0.0,3.0905624622802166,2,0,1,5.1666166096747155,0.7563248708378603,-0.2856157317061107,0.590785812530483,0.006578629085199217,76,0.2871563224689774,-0.32525116506233626,-0.15617376188860607,139.12587962962962,102.89248969252677,97644.0,1063.6153846153845,-1.4426951601859516e-10,1,0.07692307692307693,0,0,1,1,3.566015868770616e-06,312,0.5,0.9742592258973075,0.967016491754123,0.10074318744838973,4.26668569445372,4.199278237508657,0.1479457624830258,0.1893964490898942,0.17622328230970383,0.023512690213831514,0.12854952792536858
U0012,282,1.0,18,6,0.25,3,1.563970327113609,1,0.05555555555555555,0,1,2,0,8319.59,9115.18,6,7,0.9127181251494759,0,0.0,306.18894300197496,0.22082021566109025,0,1,292.76287037037036,9.595833333333333,0,0,193,3286.76414507772,862.0056617517682,6870.01,2.0902047414289138,1.3410362694300517,9.6,3418.39896373057,91.0,77.85000000000002,0.4033678756476685,14.300585781795943,0.02820638831180882,0.5025906735751295,0,0.0,8,0.09650259067357503,0.16580310880829016,0.03626943005181338,2.168539325842697,-0.43382840448183657,0.4108124849178605,0.0,0.0051813471502590676,104.81575129533678,242.95,160.2341176470588,155.33056346439858,13.45,0,0.0,3.286257956416059,1,4,3,5.780176637978755,-0.22821209966511075,-0.3239203496458279,-0.11148427883204087,0.13804769441449563,80,-0.0714147878345985,-0.040421956639195455,0.42374566584226236,114.44986928104575,111.73034723511121,8690.0,901.1916666666667,-1.4426951601859516e-10,1,0.1111111111111111,0,1,1,192,0.0003851297138272265,356,0.73,0.9649137144483744,0.9483141082519965,0.11843079200592155,4.355007532719697,4.195601644451879,0.15050212927177714,0.12098647618736172,0.18541820691109157,0.03374130821971101,0.12167181748393549
U0013,259,1.0,14,1,0.06666666666666667,3,1.583223995641178,1,0.07142857142857142,0,1,3,0,2654.41,1538.85,4,4,1.7249309549338792,0,0.0,185.56172798200245,0.279627831393044,0,1,591.1176388888889,579.4955555555556,0,0,183,16087.119945355193,26604.33209378789,85223.13,5.297600209949721,1.294808743169399,4.94,3242.0437158469945,202.0,-48.710000000000015,-0.26617486338797824,8.45343870547819,-0.03148717021103915,0.5136612021857924,0,0.0,8,0.05122950819672134,0.14207650273224043,0.005464480874316946,2.056179775280899,-0.07745952338994669,0.35430463359964803,0.0,0.0,69.51180327868852,237.24,132.81135135135133,113.10211912648187,7.38,0,0.0,3.090848429375227,1,0,0,5.285764604483478,-0.1739927795069903,0.39466064363468945,0.1940025101643483,0.06251805963011925,74,0.44726780865590665,-0.3306398417384463,-0.29803837525681925,138.36713675213676,117.93657948195988,74031.0,721.3130952380953,-1.4426951601859516e-10,1,0.21428571428571427,0,3,1,192,0.00048141214228403315,312,0.79,0.6031048468410727,0.9676275992438563,0.16081186572989847,4.269506338865332,4.129718308549037,0.11764370857439736,0.18044124439534248,0.3820759426809175,0.03883530631578255,0.19473790568397537
U0014,455,1.0,15,4,0.21052631578947367,3,1.5738799603811633,1,0.06666666666666667,0,1,1,0,10177.51,10302.43,7,8,0.9878747052879757,0,0.0,306.32628508394987,0.2106884685534722,0,1,157.21347222222224,11.9775,0,0,356,1147.057893258427,270.4918002335326,1964.92,1.7130085687465058,1.0023595505617977,5.42,3695.9073033707864,189.0,110.81,0.3112640449438202,4.7230952286116965,0.06590255539592686,0.5393258426966292,0,0.0,8,0.0540730337078652,0.14887640449438203,0.0898876404494382,4.045454545454546,-0.4933989925751482,-0.0031809779128962796,0.3613413742871658,0.0056179775280898875,35.879775280898876,90.95,166.96871794871797,190.29078116314912,4.74,0,0.0,3.370701988923339,4,3,2,5.814644814628456,-0.028368647115315487,-0.39757132345984464,-0.07088469554030488,-1.0490212778628671,86,-0.053009620304535536,0.13372308607523323,-0.3689833753997812,141.69313492063492,151.2324653675731,1431.0,328.15666666666664,-1.4426951601859516e-10,1,0.06666666666666667,0,1,1,192,0.0028777748060978873,640,0.73,1.029618784865318,0.8741905642923218,0.115569823434992,4.309019980835037,3.9744298381300927,0.14478511299412505,0.11557079650590003,0.1616271840556936,0.04843230406612851,0.11604865514346038
U0015,481,1.0,26,242,0.9029850746268657,258,7.358752834620944,2,0.07692307692307693,4,20,3,0,610.24,401.83,5,3,1.518652166338999,5,1.0,23.99906185666431,0.19663625669133708,0,1,372.88104166666665,170.82722222222222,0,0,157,3145.6041401273883,723.7627767253122,5431.12,1.726574533240554,0.7017834394904459,4.76,3735.2229299363057,196.0,-52.360000000000014,-0.33350318471337587,12.592236052539453,-0.026484826310583565,0.49044585987261147,0,0.0,8,0.10429936305732479,0.16560509554140126,0.019108280254777066,1.7640449438202248,-0.43775837594544104,-0.370600815575364,0.4599759459521986,0.0,97.26560509554139,271.24,143.12413793103448,149.77550158528314,12.88,0,0.0,1.5636580211759066,3,0,2,2.479380520492248,0.11811373868881163,-0.3520178628303107,0.22613151694293707,0.3389948905519893,72,0.14679492427554158,0.35677093940663474,-0.2559778475853031,84.257,79.51459058553027,11196.411436,960.8742138064104,-1.4426951601859516e-10,1,0.11538461538461539,0,1,1,3,0.005778728715342783,257,0.55,0.9291037052069288,0.8947507953340402,0.1164695177434032,4.254908705704405,3.7116773424853715,0.9476770778613928,0.34078200093769984,0.17007130132314233,0.02477938835653147,0.29514588412011916
U0016,275,1.0,11,1,0.08333333333333333,1,-1.4426951601859516e-10,0,0.0,0,1,3,0,81812.5,70022.83,5,4,1.1683689448141412,0,0.0,2821.4183935389656,0.17243198738206053,0,1,530.3486111111112,177.62083333333334,0,0,194,1432.8446907216494,355.28687234294244,2747.84,1.9177514616856737,1.1335051546391752,6.22,3705.8453608247423,183.0,31.170000000000016,0.1606701030927836,5.890616149096182,0.027275602250442982,0.5257731958762887,0,0.0,8,0.10953608247422686,0.17525773195876287,0.030927835051546393,2.1797752808988764,-0.48544253239295587,0.15712948850609956,0.38627385345088633,0.0,42.78881443298968,132.01,182.0990625,200.72666932052675,23.02,0,0.0,3.188613716558517,3,3,1,5.671928086375463,-0.32325574593359985,-0.4163045115857758,-0.20577035128814644,-0.3521197526329874,76,0.1796756265456796,-0.12426053986367672,-0.27865862567486716,179.0504722222222,117.55265241855973,84299.0,886.3848484848484,-1.4426951601859516e-10,1,0.2727272727272727,0,0,1,1,0.0,346,0.5,0.9921286717926016,1.364734299516908,0.15758468335787934,4.202767024027232,4.254026426720116,0.03224186718917014,0.10264143782176047,0.173670118885244,0.025271471406712483,0.0911483312579031
U0017,239,1.0,11,3,0.21428571428571427,1,-1.4426951601859516e-10,3,0.2727272727272727,0,1,3,0,22427.52,12218.71,5,4,1.8355063668750629,0,0.0,1267.0226317947124,0.2824705165338639,0,1,285.02694444444444,202.8527777777778,0,0,169,11838.242189349114,2990.5126374410434,19426.37,1.6409843361270253,0.11142011834319526,2.25,3442.7633136094673,190.0,789.9299999999998,4.674142011834318,49.34955902132015,0.09471497019487005,0.5562130177514792,0,0.0,8,0.13831360946745552,0.16568047337278108,0.13609467455621305,1.898876404494382,-0.19575059556243143,-1.092252296275728,0.0,0.0,365.61295857988165,793.97,199.80299999999997,225.39794276131818,5.09,0,0.0,3.2181303246213147,0,2,1,5.3871557902761715,0.009718165374595772,0.14134806286033716,0.12549764252822257,-0.11617520190723857,74,0.08887539598538334,0.1856348451832399,-0.3135362334769381,190.1305277777778,88.91359733503701,194381.0,821.0363636363636,-1.4426951601859516e-10,1,0.2727272727272727,0,0,1,1,0.0,295,0.5,0.9313683084276931,0.8385093167701864,0.08622147083685561,4.251311731564386,4.1274380659244585,0.09594486580560074,0.16391276272110195,0.18945566773690845,0.02263329961739103,0.11869006959583839
U0018,254,1.0,5,2,0.2857142857142857,2,0.9886994079999585,0,0.0,0,1,1,0,5431.62,1118.56,9,2,4.855904019453584,0,0.0,125.13445368882225,0.20734331252911656,0,1,657.5662962962964,284.1952777777778,0,0,174,7497.535804597701,1869.7663349648387,13004.65,1.73452322722156,1.415977011494253,7.06,3295.5172413793102,149.0,-90.46999999999987,-0.5199425287356314,29.89499578238886,-0.01739229309548622,0.4942528735632184,0,0.0,8,0.11350574712643668,0.16091954022988506,0.08045977011494254,1.9550561797752808,-0.31659822680161553,0.5024189508655066,0.0,0.0,233.9672988505747,497.59,134.6575,202.78044060270125,9.0,2,0.11764705882352941,3.155324067088275,5,2,2,5.4541678866577925,0.32179091691290096,-0.011115076353551308,0.12755405688074156,-0.48598809457834585,72,-0.01587847872870296,-0.3299831645537222,-0.20166214216108083,305.16291666666666,244.95127449552177,114353.0,1826.15,-1.4426951601859516e-10,1,0.2,0,0,1,1,0.0,329,0.5,1.045310295095718,0.9342940889106008,0.13628899835796404,4.13392633351754,4.189508844011328,0.12117774530352994,0.12681229363135096,0.18549410043265524,0.024392080810272,0.11498260754990605
U0019,261,1.0,12,4,0.25,1,-1.4426951601859516e-10,0,0.0,0,1,1,0,2457.56,716.33,6,2,3.430765150140299,0,0.0,100.91120446544413,0.24636925519322614,0,1,926.9775000000001,169.42694444444444,0,0,194,47413.48515463918,14169.551310138653,93688.21,1.9759823538479764,0.466701030927835,2.17,3452.9845360824743,198.0,-1693.22,-8.727938144329897,193.96914939487218,-0.04499652739396212,0.4896907216494845,0,0.0,8,0.10953608247422686,0.15979381443298968,0.0,2.2045454545454546,0.7946835554818488,-0.6579621101357047,0.0,0.0,1349.4946907216495,3316.96,143.00636363636363,106.23836606360075,6.31,0,0.0,3.0647358323339624,1,0,0,5.320538999210334,0.8552776527956643,3.0608625487075507,0.8532010974821466,-0.07936152513778424,79,0.12111369899468857,0.11075560014950654,0.3308879221665152,174.67633838383838,143.0412634645372,14868.0,1063.810578975,-1.4426951601859516e-10,1,0.08333333333333333,0,2,1,192,9.628242845680663e-05,419,0.76,0.8749979426076144,1.1304347826086956,0.06627393225331368,4.330513261837455,4.007161250061418,0.06499259373699731,0.1426037932264308,0.21442979426641107,0.0406852602499492,0.12283542594135755
U0020,459,1.0,10,4,0.2857142857142857,3,1.5736180931410884,2,0.2,0,1,1,0,2088.47,975.56,6,4,2.140790930337447,1,0.16666666666666666,91.62922294042805,0.26324310985676996,0,1,199.02902777777777,28.593888888888888,0,0,371,860.3341239892183,224.59169117618575,1774.19,2.062210425611613,0.10665768194070081,2.42,3443.6010781671157,55.0,-35.749999999999986,-0.09636118598382745,3.385601861780177,-0.02846205487763997,0.48787061994609165,0,0.0,8,0.08187331536388132,0.14824797843665768,0.06738544474393526,4.168539325842697,-0.5013815385630264,-1.09807382881085,0.0,0.0026954177897574125,25.030646900269538,86.99,182.22236842105266,158.77274928608057,2.1,1,0.041666666666666664,3.1982528183236343,1,1,4,5.586284579430184,-0.6072271461929498,-0.42939390155924667,-0.6153485750056955,0.07488537072995098,89,0.3311615596943183,0.33946736991660215,-0.2782008770812535,207.90780864197532,133.91912717498963,296149.0,265.39166666666665,-1.4426951601859516e-10,1,0.1,0,0,1,1,5.349023803155924e-06,684,0.5,1.0256442973739042,0.9420289855072463,0.06006931074316535,4.291932600105936,4.313681474620483,0.17811010482195874,0.1825959009628097,0.15965493238326198,0.04275582561829387,0.13263210259612757
